identifiant,titre,description,lien,état,prix,disponibilité,lien image,gtin,référence fabricant,marque
337,Appui-bras suspendu,Repose bras que l'on suspend sous l'appui-tête. S'ajuste en hauteur et est compatible avec tous les appui-têtes.,https://massageboutik.com/fr/equipements-de-massage/337-appui-bras-suspendu.html,new,CAD$29.99,In Stock,https://massageboutik.com/824-large_default/appui-bras-suspendu.jpg,,MB-AM4-XXX,
236,Complexe Diffuseur Marmelade,Combinaison d’agrumes ayant pour propriété de calmer les pensées galopantes et de stimuler l’appétit.,https://massageboutik.com/fr/ambiance/236-complexe-diffuseur-marmelade.html,new,CAD$15.24,In Stock,https://massageboutik.com/578-large_default/complexe-diffuseur-marmelade.jpg,,CD-MM-XX,"
						Aliksir
					"
188,Huile de Massage Naturelle - Sans Noix,"Huile de Massage Naturelle - Sans Noix,
,Préparé pour les personnes concernées par les extraits de noix.,
,Ce mélange sans noix contient de l’huile d’avocat, de l’huile de pépins de raisin, de l’huile de carthame avec en prime les bénéfices de la vitamine E.,
,Produit fabriqué au Québec",https://massageboutik.com/fr/huiles-de-massage/188-huile-a-massage-naturelle-sans-noix.html,new,CAD$18.95,In Stock,https://massageboutik.com/479-large_default/huile-a-massage-naturelle-sans-noix.jpg,,10-907 / 10-908,"
						BioOrigin
					"
177,Bouteille à pompe 8 oz (250 ml) - Biotone,"Bouteille plastique naturelle 250 ml, incluant pompe avec barrure sans perte de liquide.",https://massageboutik.com/fr/divers/177-bouteille-a-pompe-8-oz-250-ml-biotone.html,new,CAD$5.99,In Stock,https://massageboutik.com/457-large_default/bouteille-a-pompe-8-oz-250-ml-biotone.jpg,,BOTPUMP8Z,"
						Biotone
					"
153,"Crème marine pieds ""Pedi-Balm"" - 60oz de Biotone","Excellente maniabilité et offre une profonde hydratation.,Fini poudré anti-dérapant pour le massage ultime des pieds.",https://massageboutik.com/fr/produits-de-massage/153-creme-marine-pieds-pedi-balm.html,new,CAD$104.99,In Stock,https://massageboutik.com/415-large_default/creme-marine-pieds-pedi-balm.jpg,,BSMTPB60Z,"
						Biotone
					"
859,Ensemble Cadeau - Trio pour peau sensible,"Un joli ensemble cadeau dans un présentoir en bois contenant une crème démaquillante pour peau sensible ainsi qu'une eau florale également pour peau sensible, accompagné de lingettes démaquillantes lavables & réutilisables.,
,Fabriqué au Québec",https://massageboutik.com/fr/divers/859-ensemble-cadeau-produit-pour-la-peau-sensible.html,new,CAD$24.99,In Stock,https://massageboutik.com/3514-large_default/ensemble-cadeau-produit-pour-la-peau-sensible.jpg,,,"
						Aurélie Savonnerie artisanale
					"
831,Paire de taies Masque de Repos - vinyle imperméable,Taies Masque de Repos  en tissu de vinyle Imperméable (2),https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/831-taies-masque-de-repos-en-tissu-de-vinyle-impermeable-2.html,new,CAD$9.99,In Stock,https://massageboutik.com/3347-large_default/taies-masque-de-repos-en-tissu-de-vinyle-impermeable-2.jpg,,AH777TL-IMPER,"
						Allez Housses
					"
833,Couvre appui-tête contour - Poly/Coton,Housse pour couvrir votre coussin appui-tête fait de Poly/coton extensible.,https://massageboutik.com/fr/literie-de-massage/833-couvre-appui-tete-contour-tricot-de-coton.html,new,CAD$5.99,In Stock,https://massageboutik.com/3354-large_default/couvre-appui-tete-contour-tricot-de-coton.jpg,,Ah700H-TPCX,"
						Allez Housses
					"
795,Diffuseur / Nébuliseur en Verre Soufflé Torsadé,"Diffuseur en Verre Soufflé Torsadé,
,Ayant prouvé ses propriétés antimicrobiennes et antivirales, la diffusion d’huiles essentielles permet de fortement réduire le nombre de bactéries et de virus dans l’air.",https://massageboutik.com/fr/ambiance/795-diffuseur-nebuliseur-no10.html,new,CAD$119.99,In Stock,https://massageboutik.com/4287-large_default/diffuseur-nebuliseur-no10.jpg,,DIF-VERRE-2,
612,Encens en bâtons Nag Champa Organique - 15 grams,Boite de 15g bâtons d'encens fragrance Nag Champa Organique.,https://massageboutik.com/fr/encens/612-encens-en-batons-nag-champa-organique-15-grams.html,new,CAD$3.00,In Stock,https://massageboutik.com/2751-large_default/encens-en-batons-nag-champa-organique-15-grams.jpg,,ENCENS-11,
698,Gel de massage Zen Relaxant,"
,Facilement absorbé par la peau, ce gel à l'odeur typique de Zen Relaxant nourrit, revitalise et hydrate la peau. ,
,
,Sans Parabènes - Sans silicone - Sans phénoxyethanol - Sans huile minérale,
,
",https://massageboutik.com/fr/produits-de-massage/698-gel-de-massage-zen-relaxant.html,new,CAD$14.99,In Stock,https://massageboutik.com/2974-large_default/gel-de-massage-zen-relaxant.jpg,,,
558,Sous-pattes de stabilisation  - Sac de 4,"4 disques en plastique robuste pour mettre sous les pattes de tables ou de chaises de soins pour aider à les maintenir au niveau. Idéal losque nous traitons sur l'herbe et/ou le sol mou.,
,S'installe sur tous les modèles de tables.",https://massageboutik.com/fr/accessoires-de-table-de-massage/558-sous-pattes-de-stabilisation-sac-de-4.html,new,CAD$19.99,In Stock,https://massageboutik.com/2549-large_default/sous-pattes-de-stabilisation-sac-de-4.jpg,,MT-FP4,
325,Crème Bienfaisante - Rouge,"La crème Salutaire Rouge a un effet rafraîchissant profondément pénétrant.,
,Formule plus forte que la ''Crème bienfaisante Blanche'', elle s'utilise très bien sur les peaux épaisses et sur les grosses musculatures. ",https://massageboutik.com/fr/produits-de-massage/325-creme-bienfaisante-rouge.html,new,CAD$16.00,In Stock,https://massageboutik.com/3419-large_default/creme-bienfaisante-rouge.jpg,,,"
						DeMonceaux
					"
480,"Masque peel-off lavande, olive et romarin","Ce précieux soin pour le visage est un masque rafraîchissant.,
,Il permet un nettoyage en douceur pour révéler la beauté et l’éclat de la peau.,
,Le traitement donne un coup d’éclat aux peaux sèches et favorise l’hydratation, laissant la peau lisse et éclatante.,
",https://massageboutik.com/fr/soins-de-corps/480-masque-peel-off-lavande-olive-et-romarin.html,new,CAD$5.00,In Stock,https://massageboutik.com/2425-large_default/masque-peel-off-lavande-olive-et-romarin.jpg,,977XXX,"
						ORE
					"
605,Tabouret pliant portatif,Superbe tabouret pliant portatif pour tous les thérapeutes qui ont besoin d'espace ou qui font des soins en déplacement.,https://massageboutik.com/fr/equipements-de-massage/605-tabouret-pliant-portatif.html,new,CAD$45.99,In Stock,https://massageboutik.com/2735-large_default/tabouret-pliant-portatif.jpg,,MS03-,
431,Poudre d'algues et Thé Vert - Enveloppement & bain,"Née dans l’océan de Bretagne. L’enveloppement algue et thé vert permet d’élaborer un soin corporel à base de produits totalement naturels.,
,Elle contient une grande quantités d’iode ainsi que les vitamines A, B1, B2, Calcium, Fer, Magnésium, Phosphore, Potassium, Sulfure et Zinc.",https://massageboutik.com/fr/soins-de-corps/431-poudre-d-algues-et-the-vert-enveloppement-bain.html,new,CAD$55.00,In Stock,https://massageboutik.com/3065-large_default/poudre-d-algues-et-the-vert-enveloppement-bain.jpg,, ,"
						ORE
					"
430,Algue Amincissante en poudre,"La poudre D'Algues Marines Amincissantes est 100% d'origine naturelle.,
,L'association des algues Fucus, Laminaires et Lithothamnium permet de combiner l'action des différents actifs libérés pour une efficacité optimale.,
,Peut être utilisé en bain, enveloppement et/ou cataplasme.",https://massageboutik.com/fr/soins-de-corps/430-enveloppement-algue-et-raisin-2l.html,new,CAD$55.00,In Stock,https://massageboutik.com/1064-large_default/enveloppement-algue-et-raisin-2l.jpg,, ,"
						ORE
					"
242,Huiles Essentielles Chémotypées,Livret d'introduction à l'aromathérapie décrivant près d'une cinquantaine d'huiles essentielles connues.,https://massageboutik.com/fr/livres-chartes-et-reflexologie/242-huiles-essentielles-chemotypees.html,new,CAD$7.95,In Stock,https://massageboutik.com/585-large_default/huiles-essentielles-chemotypees.jpg,,DOC AZ,"
						Aliksir
					"
396,Gant Renaissance,"Issue de cellulose végétale (eucalyptus et d’épinette), sa fibre unique tissée en boucles microscopiques fait de ce gant un produit original préservant la peau tout en la traitant avec une efficacité reconnue depuis la nuit des temps et qui a contribué à la réputation de ce gant souvent imité mais jamais égalé.",https://massageboutik.com/fr/soins-de-corps/396-gant-renaissance.html,new,CAD$23.99,In Stock,https://massageboutik.com/2835-large_default/gant-renaissance.jpg,,AHGXX,"
						Daniele Henkel
					"
353,Élastiques de rétention des draps (2),Paire d'élastiques pour attacher les draps sur la table. Idéal pour les tables qui ont un dossier.,https://massageboutik.com/fr/literie-de-massage/353-elastiques-de-retention-des-draps-2.html,new,CAD$5.99,In Stock,https://massageboutik.com/874-large_default/elastiques-de-retention-des-draps-2.jpg,,AH000-X,"
						Allez Housses
					"
376,Tablier de corps personnel - Polar Bouclé,"Tablier de corps personnel - Polar Bouclé,
,Augmentez le confort de vos clients qui sont mal à l'aise avec la nudité avec ce tablier fait de molleton confortable qui couvrira entièrement votre client tout en vous laissant facilement accès pour faire vos traitements.",https://massageboutik.com/fr/vetements-d-interieur/376-tablier-personnel-polar-boucle.html,new,CAD$19.99,In Stock,https://massageboutik.com/4360-large_default/tablier-personnel-polar-boucle.jpg,,,"
						Allez Housses
					"
330,"Recharge pour coquillage froid ""Glacial Blend"" - Thermabliss / LavaShell","Recharge glacial ""Glacial Blend"" ,
,La magie se trouve dans les minéraux!,
,Cette technologie révolutionnaire utilise un mélange puissant de magnésium, de fer et de sel qui s'active simplement avec l'eau.",https://massageboutik.com/fr/coquillages-de-massage/330-recharge-et-activateur-melange-glacial-unite.html,new,CAD$3.99,In Stock,https://massageboutik.com/4159-large_default/recharge-et-activateur-melange-glacial-unite.jpg,,,"
						LavaShell
					"
912,Yoga Tune Up® - Ballon Coregeous,"Balle : Le Coregeous® est un ballon éponge gonflable de 9 pouces rempli d'air avec une "" paroi "" unique douce et extensible qui sert à masser et à activer les muscles profonds du tronc et à étirer le psoas.,
,Cet outil spécial vous permet d'accéder en douceur et en toute sécurité à vos abdominaux les plus profonds. ",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/912-balle-pourtune-up-yoga-coregeous-ball.html,new,CAD$18.99,In Stock,https://massageboutik.com/3773-large_default/balle-pourtune-up-yoga-coregeous-ball.jpg,,YB-C,"
						Yoga Tune Up
					"
324,Crème Bienfaisante - Blanche,Pommade à base d'huiles essentielles à utiliser en massage sur les endroits douloureux.,https://massageboutik.com/fr/produits-de-massage/324-creme-bienfaisante-blanche.html,new,CAD$16.00,In Stock,https://massageboutik.com/3412-large_default/creme-bienfaisante-blanche.jpg,,,"
						DeMonceaux
					"
235,Complexe Diffuseur Gardien,Assainit l'air ambiant et aide à se protéger des contagions saisonnières.,https://massageboutik.com/fr/ambiance/235-complexe-diffuseur-gardien.html,new,CAD$19.73,In Stock,https://massageboutik.com/577-large_default/complexe-diffuseur-gardien.jpg,,CD-GND-XX,"
						Aliksir
					"
187,Huile à massage 100% Pure - Pépin de Raisin,"Soyeuse sans être graisseuse, l'huile de pépin de raisin est pratiquement inodore et constitue une huile à massage étonnante dont les propriétés antioxydantes et émollientes sont largement reconnues.",https://massageboutik.com/fr/produits-de-massage/187-huile-a-massage-100-pure-pepin-de-raisin.html,new,CAD$79.99,In Stock,https://massageboutik.com/3877-large_default/huile-a-massage-100-pure-pepin-de-raisin.jpg,,HVG,"
						DeMonceaux
					"
225,Charte anatomique La Colonne Vertébrale,Charte anatomique plastifiée de 20x26 pouces.,https://massageboutik.com/fr/divers/225-charte-anatomique-la-colonne-vertebrale.html,new,CAD$30.99,In Stock,https://massageboutik.com/2850-large_default/charte-anatomique-la-colonne-vertebrale.jpg,,,
221,Coussin de repos pour les yeux - Petit,Coussin à déposer sur les yeux du client pour augmenter sa détente.,https://massageboutik.com/fr/equipements-de-massage/221-coussin-de-repos-pour-les-yeux-petit.html,new,CAD$10.99,In Stock,https://massageboutik.com/554-large_default/coussin-de-repos-pour-les-yeux-petit.jpg,,AH00L-L,"
						Allez Housses
					"
842,Crème Muscul O,"Pénétrante, économique, ne tache pas, et est hydrodispersable.,
,100% Végétale,
",https://massageboutik.com/fr/home/842-creme-muscul-o.html,new,CAD$32.50,In Stock,https://massageboutik.com/3422-large_default/creme-muscul-o.jpg,,CMU2504250G,"
						DeMonceaux
					"
770,Huile Classique GlissePlus - MASSOLEUM,"Huile Classique GlissePlus,
,Notre huile classique Glisse Plus est la soeur du MassOgel Classique.,
,Excellente pour manoeuvrer des techniques de massage sans arrêt qui s’étendent de la tête aux pieds. Pour les types de ,peaux extrêmement sèche, et types de massage Califonien, Esalen et autres qui demandent plus de glisse.,
",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/770-massoleum.html,new,CAD$9.99,In Stock,https://massageboutik.com/3133-large_default/massoleum.jpg,, ,"
						MASSOLÉUM
					"
626,Râpe pour les pieds + 10 recharge,"Râpe pour les pieds avec papier sablé rechargeable.,
,Inclus la râpe et 10 recharges.",https://massageboutik.com/fr/accessoires-de-soins-de-corps/626-rape-pour-les-pieds-10-recharge.html,new,CAD$14.99,In Stock,https://massageboutik.com/2775-large_default/rape-pour-les-pieds-10-recharge.jpg,,SF10990,
486,Housse hydrocollator cervical,"Housse en ratine-éponge pour bien absorber l'excédent d'eau chaude, protéger votre client et augmenter la durabilité de votre hydrocollator.,
,Pour couvrir le coussin cervical de 24 pouces de longueur.",https://massageboutik.com/fr/equipements-de-massage/486-housse-hydrocollator-cervical.html,new,CAD$47.99,In Stock,https://massageboutik.com/2440-large_default/housse-hydrocollator-cervical.jpg,,CH1104,
265,Huile essentielle Aliksir Ravintsara,"Positivante, anti-infectieuses, antivirales++++, antibactérienne+, expectorante+++, neurotonique+++.",https://massageboutik.com/fr/ambiance/265-huile-essentielle-aliksir-ravintsara.html,new,CAD$11.57,In Stock,https://massageboutik.com/627-large_default/huile-essentielle-aliksir-ravintsara.jpg,, ,"
						Aliksir
					"
275,Huile Essentielle - Eucalyptus commun rectifié (Eucalyptus globulus),"Positivante, anticatharrale, expectorante+++, mucolytique+, antimicrobienne, antibactérienne (staphyloccoques doré+++...), antifongique (candida++), antivirale, antiseptique.",https://massageboutik.com/fr/ambiance/275-huile-essentielle-aliksir-eucalyptus-globuleux.html,new,CAD$12.39,In Stock,https://massageboutik.com/4538-large_default/huile-essentielle-aliksir-eucalyptus-globuleux.jpg,, ,"
						Aliksir
					"
1013,Bouteille ronde en verre,"
,Bouteille ronde en verre de couleur ambrée ,
,Pratique pour la conversation des huiles essentielles. ",https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/1013-bouteilles-rondes-en-verre.html,new,CAD$1.75,In Stock,https://massageboutik.com/4498-large_default/bouteilles-rondes-en-verre.jpg,,MT-ASEBO3,
977,Bible des huiles essentielles  (Ma),Acheter Bible des huiles essentielles  (Ma) de Massage Boutik,https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/977-bible-des-huiles-essentielles.html,new,CAD$58.95,In Stock,https://massageboutik.com/4128-large_default/bible-des-huiles-essentielles.jpg,,DOC DF2,
966,Balles de sel Himalayen pour massage,Acheter Balles de sel Himalayen pour massage de Massage Boutik,https://massageboutik.com/fr/magasiner-tout-produits-massage-boutik/966-lampe-de-sel-avec-balles-de-massages.html,new,CAD$9.99,In Stock,https://massageboutik.com/4074-large_default/lampe-de-sel-avec-balles-de-massages.jpg,,BAL-SEL,
